university,program,description,link
Dalhousie University,"Bachelor of Community Design in Environment, Sustainability and Society (double major/combined honours only)","Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1663
Dalhousie University,"Bachelor of Management in Environment, Sustainability and Society (double major/combined honours only)","Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1664
Dalhousie University,BSc(Agr) in Plant Science,"Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1667
Dalhousie University,BSc(Agr) in Environmental Sciences,"Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1668
Dalhousie University,BSc (Agr) in Aquaculture,"Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1669
Dalhousie University,BSc (Agr) in Agricultural Business,"Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1670
Dalhousie University,BSc(Agr) in Animal Science,"Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1671
Dalhousie University,BSc(Agr) in Agricultural Economics,"Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1672
Dalhousie University,BSc(Agr) in Integrated Environmental Management,"Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1673
Dalhousie University,Pre-Veterinary Medicine Studies,"The Faculty of Agriculture offers the courses needed to apply to any Doctor of Veterinary Medicine (DVM) program in Canada.
Preparatory program leading to any Doctor of Veterinary Medicine (DVM) program in Canada. (U of PEI, U of Guelph, U of Saskatchewan, U of Calgary, U of Montreal).
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1676
Dalhousie University,Bachelor of Technology in Environmental Landscape Horticulture,"The Bachelor of Technology Environmental Landscape Horticulture is designed to prepare students for a career in the landscape horticulture profession. It will prepare students to work successfully in the diverse landscape industry or to create their own business within the industry. Years one and two of the program are satisfied by the successful completion of the Diploma of Technology - Managed Landscapes or a two year landscape-related program approved by the Department of Environmental Sciences. Students who wish to pursue graduate studies should take RESM 4006.03 and RESM 4007.03.
Four year program. First two years are satisfied by the successful completion of DTech Managed Landscapes or two year landscape-related program approved by Dept. of Environmental Sciences.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1678
Dalhousie University,Bachelor of Agriculture - International Food Business,"This exciting dual degree program offers a year of international study and two work terms: one in North America and one in Europe. In year one, North American students will study at Dalhousie University, and European students will study at Aeres University of Applied Sciences. Year two is offered in The Netherlands when both groups of students will study together and experience a work placement in Europe. This continues in year three when both groups of students study on Dalhousie’s Agricultural Campus in Truro, NS. Followed by a North American work placement. Students complete year four at their home university.
Combined with Bachelor of Administration at AERES University in The Netherlands.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1681
Dalhousie University,Bachelor of Science in Bioveterinary Science,"The BSc (Bioveterinary Science) program is the starting point for your animal-related career of choice. This four-year Bachelor of Science program at Dalhousie University’s Faculty of Agriculture gives you the foundation for a career in veterinary medicine – and opens up a world of other exciting options. The program is especially designed for students looking for a head start in veterinary medicine. You will be eligible to apply to any of a number of veterinary schools after just two years. Completing a four-year degree in Bioveterinary Science positions you for success as a post-graduate student in programs like animal science, aquaculture, veterinary science and human medicine. Other exciting potential careers include animal health, food safety, veterinary sales, wildlife conservation and biotechnology.
Honours option available.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1682
Dalhousie University,Bachelor of Technology in Landscape Architecture,"Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1684
Dalhousie University,Bachelor of Technology in Small Business Management,"The Bachelor of Technology in Small Business Management is a two-year, post-diploma degree program for diploma graduates who have studied a technical (primarily non-business) area at college, community college, polytechnic, or similar tertiary level institution. This degree provides students with the management, communication, and leadership skills necessary to manage a business. Careers in marketing, sales, or service are options.
2-year, post-diploma degree for diploma graduates who have studied a technical (primarily non-business) area at a college, community college, polytechnic, or similar tertiary level institution.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1685
Dalhousie University,Bachelor of Landscape Architecture,"The Bachelor of Landscape Architecture program develops your creativity and design ability though a series of seven studio courses in a four-year program. You will learn about natural processes in landscapes, horticulture, construction, and design communication and apply that understanding in focussed studio projects. You will gain first-hand experience using the latest digital design technologies.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1706
Dalhousie University,Bachelor of Science (Agriculture),"Dalhousie offers a four-year Bachelor of Science in Agriculture program. Students in the program who successfully complete the prescribed courses with a cumulative GPA at or above the minimum required (2.0), and who are in good standing, will be granted the degree of Bachelor of Science in Agriculture, BSc (Agr). Graduates meet the formal educational requirements for Professional Agrologists in the provincial Institutes of Agrologists in Canada.
Honours option available.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1707
Dalhousie University,Bachelor of Environmental Design Studies,"The BEDS program consists primarily of required courses in Design, Humanities, Technology, Representation, and Professional Practice. These courses provide a base of academic knowledge and design skill from which a student may proceed to a graduate program. The BEDS program leads to the MArch program. A BEDS graduate also may choose to continue into another related field in design, environmental studies, planning, management, etc., at Dalhousie or elsewhere.
Two year, pre-professional program for a student who has completed two years of general studies in subjects other than architecture.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1710
Dalhousie University,Bachelor of Community Design,"If you are eager to make changes in the world, the BCD will help you develop the knowledge and skills to allow you to analyse issues facing communities, such as food security, just cities, sustainable transportation, and affordable housing. You will learn how to develop solutions to these pressing concerns in communities of different sizes. Our students care about the future of communities, are committed to sustainable urban sysems, and want to learn how to develop better designed environments. They are interested in protecting environmentally-sensitive landscapes and heritage neighbourhoods, and want to give commmunities the tools to make their own choices. Our students become part of our community, a close-knit network of faculty, alumni, employers, and community-based organizations.
Students who do well in the three-year BCD program may continue into the fourth-year Honours option and earn a Major in either Environmental Planning or Urban Design and Planning. BCD (Honours) is a first professional degree that is recognized by the Canadian Institute of Planners.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1711
Dalhousie University,Bachelor of Community Design major/honours,"Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1712
Dalhousie University,Bachelor of Arts in Black and African Diaspora Studies,"The Black and African Diaspora Studies program offers a comprehensive interdisciplinary study of the history, culture, and experiences of Black people in Canada (with a specific focus on Nova Scotia), Africa, the Americas, and the wider African Diaspora. Through a critical examination of historical and contemporary issues, this program aims to foster a deep understanding of the social, cultural, and political dimensions of Black and African Diaspora communities. By engaging with diverse disciplinary perspectives, students gain the necessary tools to analyze and address the complex challenges faced by these communities in the present day.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1713
Dalhousie University,Bachelor of Arts in Contemporary Studies (Combined honours),"The “contemporary period” might be described as one of constant transformation, with new challenges and opportunities emerging all the time. The Contemporary Studies Program engages with the ideas, thinkers, and movements of the 19th, 20th, and 21st centuries that have contributed to new understandings of the world, community, self and other.
Honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1714
Dalhousie University,Bachelor of Arts in French,"The Department of French offers students the possibility of studying the literature and culture of France, French Canada and the other countries and regions of the French-speaking world, as well as the linguistic structure and development of French.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1715
Dalhousie University,Bachelor of Arts in English,"The study of English includes both analysis of texts and awareness of contexts. The texts proposed for analysis in various English courses will range from the long-established to the contemporary; English is a discipline which includes writings by such authors as Chinua Achebe, Jane Austen, Geoffrey Chaucer, Olaudah Equiano, Tomson Highway, Alice Munro, John Milton, and Toni Morrison, among others from past and present. The wide range of human experience represented in these texts can provide the student with what Kenneth Burke has called ""equipment for living"" and Audre Lorde has called “the foundations for a future of change.” In more practical terms, the discipline of English fosters the development of various human skills: it requires the student to think, and to use language with clarity, judgment, and imagination.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1716
Dalhousie University,Bachelor of Arts in Classics,"Classics is the study of the ancient Greeks and Romans: their myths, mysteries, and games, their epics, comedies, and tragedies, their languages, arts, and architectures, their religions, philosophies, and sciences. We examine how they constructed their relations to nature, literally created ""history"", and discovered how terrible the human is. We learn their magic, blessings, and curses, their politics and laws, their social structures, and ways of making war. We look at their sex lives, how they died, and what they used for money. Classics tells the story of the rise and fall of their empires, and of what has indelibly lasted after imperial military and political forces collapsed.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1717
Dalhousie University,Bachelor of Arts in History,"The academic study of history is concerned to discover as much as possible of the reality of the past and to interpret human behaviour in its changes through time. It is a unique subject, scientific in the way it uses evidence, but still an art because the reconstruction of the past requires a disciplined imagination and an effective rhetoric for the communication of meaning.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1718
Dalhousie University,Bachelor of Arts in International Development Studies,"International Development Studies is an interdisciplinary program involving the study of poverty, inequality, social change and justice in a global context. The IDS program is structured around two broad axes: development theory/practice, and the global/local. Areas of teaching expertise among the core faculty in IDS include development theory, structural and intersectional forms of power, including gender, caste,race, and class, activism, culture, democracy, human security, rural development, agriculture, migration, violence, children and youth, health, Indigenous peoples, participatory development and global citizenship. Additional areas of expertise are drawn from over 40 cross-appointed and adjunct faculty members who teach IDS approved courses and/or supervise our honours thesis and graduate students.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1719
Dalhousie University,Bachelor of Arts in Political Science,"Political Science is important because it fosters informed citizens in an age of political complexity and uncertainty. It has been described, only partly in jest, as “defence against the dark arts” of politics. The study of Political Science enables students to better understand the exercise of political power and authority, and the values, laws, institutions, and policy processes by which decisions are made and implemented. It also focuses on the similarities and differences between different political communities, within and beyond our own country. It helps prepare students for a wide range of careers, such as teaching, law, public policy, advocacy, journalism, or business.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1720
Dalhousie University,Bachelor of Arts in Russian Studies,"The Russian Studies Department offers courses in Russian language, literature, culture and history. Since Russia plays a crucial role in today’s world and makes important contributions in a wide variety of scientific, technical, and humanistic fields, knowledge of its linguistic and cultural backgrounds can prove advantageous in many areas of study. Recent radical shifts in the country have significantly widened opportunities for using Russian in business, law, science, and government.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1721
Dalhousie University,Bachelor of Arts in Music,"At the multidisciplinary Fountain School of Performing Arts you’ll receive world class one-on-one instruction and perform a diversity of styles in our ensembles. You’ll have the opportunity to perform opera, wind ensemble repertoire, cannon orchestral repertoire, new music and composition, choral music, jazz, funk, music theatre, and pop music.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1722
Dalhousie University,Bachelor of Arts in History of Science and Technology (Combine honours),"Science and technology shape who we are, our environments, our conditions of work and play, and what we consider to be trustworthy knowledge. The History of Science and Technology (HOST) program explores the historical, cultural, and philosophical contexts of this engagement to elucidate the nature of scientific knowledge and to understand the role of science and technology in the development of past and present societies.
Honours/minor program available within many degree programs; in partnership with the University of King's College.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1723
Dalhousie University,Bachelor of Arts in Early Modern Studies (Combined honours),"The Early Modern Studies Program (EMSP) explores the origins of modernity through a study of its development in European culture from the 16th to early 19th centuries. We take an interdisciplinary look at an era that begins with the colonization of “new worlds”, and ends with revolutions which ushered in the modern world. By examining philosophical, scientific, moral, social, political, and aesthetic points of view, we gain insight into a time of spectacular upheaval, and understand the revolutionary basis for aspects of society that seem fundamental to contemporary life.
In partnership with the University of King's College, the Early Modern Studies Program (EMSP) promotes the interdisciplinary study of European culture from the 16th to the early 19th century. Honours/minor program available within many degree programs. In partnership with the University of King's College.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1724
Dalhousie University,Bachelor of Arts in Spanish,"A degree in Spanish and Latin American Studies from Dalhousie University will allow you to engage with this growing global community. Our courses provide a solid foundation for anyone wanting to experience the diversity of the Hispanic world. We offer language course that cater from beginners to the most advanced, as well as classes in translation, Spanish and Latin American civilization, history, culture, politics, literature and film.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1725
Dalhousie University,Bachelor of Arts in Sociology and Social Anthropology,"Dalhousie's Department of Sociology and Social Anthropology offers a unique program of research and teaching that is interdisciplinary, comparative, and critically engaged. We draw on the strengths of our two disciplines – Sociology and Social Anthropology – by recognizing their distinct intellectual and methodological heritages, while emphasizing how they complement each other.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1726
Dalhousie University,Bachelor of Arts in Gender and Women's Studies,"Gender and Women’s Studies is a dynamic and rapidly expanding interdisciplinary area of study. An alternative to the traditional curriculum, Gender and Women’s Studies provides students with the opportunity to examine history, social structures, the sciences, language, literature, and culture from critical and illuminating perspectives.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1727
Dalhousie University,Bachelor of Arts in Philosophy,"The Dalhousie Department of Philosophy fosters an active and engaged intellectual community both in and out of the classroom. Our students develop creative thinking, careful reasoning, and lucid writing skills. In Philosophy classes, you will learn to think deeply, systematically, rigorously, and productively about profound issues in life that affect us all.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1728
Dalhousie University,Bachelor of Music,"The Bachelor of Music offers focused music studies to prepare graduates for careers or further study in many areas, including performance, composition, theory, musicology, popular music, and more. Through experiential learning, training in music teaches poise, discipline, creativity, collaboration, empathy, and the ability to think on one’s feet. These transferable skills are excellent preparation for many career paths in and beyond the performing arts.
Concentrations in Performance, Composition, Musicology and general.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1730
Dalhousie University,Bachelor of Arts in European Studies,"The European Studies program at Dalhousie is designed to guide students to a multidisciplinary understanding of contemporary Europe. It is not housed in any one department but is a combined effort of most departments in the Faculty of Arts and Social Sciences and the University of King’s College. It encourages students to develop a broad perspective on Europe as seen through history and politics, literature and ideas, and the fine arts, with special emphasis placed on acquisition of language skills. There is an Honours program and a 120 credit hour Major. Because it is already a multidisciplinary program, European Studies cannot be combined with other subjects to form a combined honours degree.
Major/honours program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1731
Dalhousie University,Bachelor of Arts in German,"German, the most widely used language in Europe, is spoken by approximately 100 million people as their native tongue in Austria, Germany, Switzerland, Italy, Belgium, and some parts of Eastern Europe. The cultural, economic, and scientific role of the German-speaking countries makes the knowledge of German indispensable to the study of most academic disciplines. The number of publications in the German language is second only to the number published in English.
Major/honours/minor program available within many degree programs.
Located in Nova Scotia, Canada (Mi'kma'ki) with four campuses in Halifax and Truro, and satellite locations in Yarmouth and Saint John, New Brunswick, Dalhousie's broad range of academic programs attract and retain a diverse mix of incredible students, scholars, researchers and staff who work together with interdisciplinary perspective and a focus on service.
Its 13 academic Faculties expand understanding through teaching excellence and a drive for discovery that results in more than $190 million in research funding each year. As ...
",https://universitystudy.ca/program/1732
